sentences,label
"the final exam is coming . kate , i 'm worried about my math . can you help me go over it ? ",0.0
sure . how about 6:30 right after my work . now i 'm writing a report on science and english . i 'll be free this evening . ,0.2305194805
"my mother and my 2 aunts do n't let anyone else do anything except for the salad and the drinks , that includes all the sauces , desserts and place settings . ",0.0
i ca n't believe thanksgiving is right around the corner . who usually does the cooking in your family ? ,0.01785714286
"kate , look ! the passengers are coming from the plane and there , susan .  | the tall one next to the window .  | no , the one with the package under her arm . ",0.0
"which one ?  | the one with the suitcase ?  | oh , yes . that 's susan . ",0.0
and a two-car garage and a very big garden are necessary . ,0.0
"i think it must have at least 3 bedrooms , 2 bathrooms and a good kitchen .  | wow , can we afford to buy it ? ",0.1
"may i borrow $ 50 from you ?  | come on ! if i had a job , i 'd lend you $ 50 without asking any questions .  | no , but i 'm looking for one . i go to the employment office every day .  | if i went home , i 'd have to work on my father 's farm . i do n't like it at all . i 'd rather stay here snd find a job i like . all i need is a little luck .  | yes , this will help . thank you very much . ",0.0
"$ 50 ? until when ? how are you going to pay me back ?  | but you do n't have a job , do you ?  | why do n't you go back home ?  | luck ? ok , i 'll let you have it . may be that may bring you your luck . ",0.0
"i know . some zoos can be disappointing . at least , these animals seem happy . ",-0.03333333333
"it 's so nice to see the animals in large open spaces , closer to their natural environment . i was n't expecting this . ",0.1163265306
"sure , what 's up ?  | oh , that sounds like fun . when does the group meet ? ",0.5
"hey john , can i talk to you for a minute ?  | i wanted to let you know about a book club i joined 2 months ago . i know you do a lot of reading so i thought you might want to come with me next month .  | usually the last saturday of the month at 9:30 pm ? every month , we choose the new book , and then during the next meeting we discuss it . ",0.5
"what a nice day . it 's so sunny , neither too hot nor too cold . ",0.08333333333
"yes , the weather report says warm sunny skies last for the whole weekend . ",0.2138888889
some actress was in court for driving without a license . ,0.0
i missed the tv news last night . what was the lead story on the news ? ,0.0
i thought you just went to the doctor for that same problem . ,0.0
"i 've been having trouble breathing lately , so i made a doctors appointment for monday morning .  | no , i went last tuesday because i had a cough . the time before that , i could n't feel my legs , but it turned out that i just stood for too long . ",-0.1666666667
it 's the rush hour obviously . ,0.0
i ca n't imagine why marry has n't arrived yet . she should be here by now . ,0.0
"what time is it , sheila ? how long have i been here ?  | you 've got a point . i always mean to study hard , but i nod off soon . maybe it 's too quiet here .  | yeah , he 's a nice teacher . but he just ca n't seem to come down to earth . he seemed to be talking to himself the whole class . it made everyone sleepy . ",-0.05
"hey , john . rise and shine .  | hmm ... about 2 hours . i think the library is a quiet place for a sleeping .  | you were thinking edwards carlson 's psychology classes , right ? ",-0.05
"emily , what are your plans for this weekend ? andrew and i have decided to go skating this saturday . do you want to join us ? ",0.0
"sounds interesting . i 'd like to , but sally and i have already made plans . we 're going to watch a movie this sunday . i plan to look up information about the movie on the internet on saturday . ",0.4285714286
"say , do you want to go out to dinner tonight ?  | well , what do you think of italian food ?  | i do n't , either . i guess . it 's a bit hot . ",0.0
"sure . where would you like to go ?  | i love it , but i do n't feel like eating it today .  | hmm ... how do you like japanese food ? ",0.25
i think you 'd be a fool not to get it . ,0.0
i 'm not sure of the idea of buying the skirt . it fits me well . but it is not suitable for a party . ,-0.2625
"i 'm really looking forward to the party , but it 's all the hard work you have to do before that . i do n't enjoy . ",0.1027777778
"oh , it 's fine . it gives us the chance to get the house nice and tidy . ",0.2633333333
this is a romantic novel .  | who is the writer ? ,0.0
"yes , i think detective novels are difficult and science novels are boring . i like romantic ones . i think they are relaxing . actually , it 's the third time i have read this book pride and prejudice . ",-0.3
"oh good . we can watch the races together !  | where ?  | oh yes , he can run very fast . he 's going to win , i think . who 's the boy with dark hair ? he 's coming second in the race . ",0.875
dad come and sit here .  | yes . look ! there 's william !  | there ! he 's running in this race . he 's the boy with the red shorts . ,0.875
"hey , i heard you were leaving san francisco .  | new york . why ? i thought you loved the west coast . ",0.0
"that 's right . by next week , i 'll be living in the big apple .  | i do . it 's beautiful and the weather is perfect , but i 'm trying to make it as a singer and it 's impossible here . all of the music clubs here have closed down in the last few years . ",0.2244155844
"did you have a good weekend , tina ?  | really ? who did you go with ? ",0.7
"yes , i did . i went to the bluewater world .  | i went there with grace , jim and mary . ",0.2
"excuse me , i 'd like to borrow these books . ",-0.05
"i 'm sorry , but we can only lend you 10 books at a time . ",0.1583333333
"hello . my name is john creamer and i 'm hoping i could come in today to see the doctor .  | well , no , i 'm in town at a conference and the manager of the hotel where i 'm staying suggested that i call you .  | well , i 've got some ringing in my ears .  | well , just a little irek . ",0.0
"good morning , doctor watson 's office .  | are you a patient of doctor watson ?  | what seems to be the problem ?  | are you in any pain ?  | the doctor will be busy in the hospital until about 12:00 o'clock . the earliest you could see him would be about 4:30 this afternoon . ",0.7
"it 's a furnished 2 bedroom flat in a three story building on campus .  | it 's not so bad as i thought it would be . the freshman that live nearby a really noisy , especially on weekends . but the rent is much cheaper than private housing . so it 's worth it .  | no they 're all included . besides , students do n't have to pay state tax so we 're saving quite a bit of money living here ",-0.025
what 's your apartment like ?  | what is it like living in the campus housing ?  | do you have to pay extra fees besides your monthly rent ? ,-0.025
"good afternoon . have a seat , please .  | well , have you been in the sales department for a long time ?  | then , why do you want to come to my company ?  | that sounds nice but your future depends on your performance not your age . ",0.7
"thank you . i 'm interested in the sales manager position you advertised yesterday .  | yes , for 10 years .  | i am in a small company and chances of my future development are small . also i enjoy working at different places and meeting new friends . ",0.1
i have n't seen them recently . have you checked in the closet ? ,0.0
"i ca n't find my gloves . have you seen them ?  | yes , and they are n't in my room . i guess i can get a new pair when we go out . ",0.0
"how much more would it cost to send this special delivery ?  | yes , i 'd like to send a $ 20 money order . ",0.4285714286
just a second . i 'll have to check that . anything else i can do for you ?  | there you go ,0.0
"we ca n't wait that long , the assignment is due the day after that . ",-0.0875
"i ca n't concentrate today , it 's too beautiful outside . let 's meet tomorrow instead . ",0.16875
that 's the last thing in the world i ever want to do . ,0.0
would you like to come mountain climbing with us ? ,0.0
"i have n't decided yet . my wife is going to stay at her parents ' for a few weeks . they live in the countryside , you know . ",-0.03181818182
"ted , where are you going for your holiday this year ? ",-0.03181818182
"obviously , certain children are brighter than others , but it is not that simple . a lot of emphasis is placed on intelligence measured by tests .  | yes , basically they are intended to test language and numerical ability , so some children are bound to suffer . this is very unfortunate . a child with an average iq may turn out to be successful when he grows up .  | exactly . if these abilities are not discovered early , they can not be developed . that 's why there are so many unhappy parents in the world . they 're not doing the things they are best at .  | but at school , only those who are good with words and numbers will probably do well in exams .  | yes , in my opinion , a child should be judged on his individual talents . after all , being happy in life is putting your skills to good use no matter what they are . ",0.1071428571
why is it that some children performed better than others at school ?  | the so called iq tests ?  | what you are saying is that some children have abilities that are not easy to measure .  | i see .  | right . is there anything a parent can do to help in this case ? ,0.2380952381
"i still have a report to write , but going to a concert will do me good . ",0.7
"honey , can you come to the concert with me tonight , or do you have to prepare your work ? ",0.7
"yes , my flight takes off at 7:00 pm .  | no , i 'll go home first ? i have to pack some clothes . ",0.0
ted are you going to paris tonight ?  | will you go to the airport directly ? ,0.0
i really liked the story and the acting . ,0.3
"that was a great movie , the special effects were cool .  | me too . but the movie could have been a bit shorter . ",0.4214285714
"well , i do n't know . i mean , it 's ok .  | it must be cold in winter . our place 's so comfortable and warm .  | oh god . it makes me seasick . our place 's so much more down to earth . ",0.09375
"is n't this apartment good ?  | it 's so big , so much room . i feel so free here .  | oh , john , and the view . look at the view of the ocean from this window . i feel so relaxed .  | look at this furniture . i like it so much . ",0.2958333333
"i 'm sorry , but it 's just not possible . because i am going to the countryside this weekend . ",-0.25
would you mind if i borrow your car just over the weekend ? ,-0.25
"i was sitting in the cafeteria , eating my sandwich when someone put me out of my chair , so i gave him a lesson . ",0.0
sit down . tell me exactly what happened . ,0.04722222222
"hi , mary ! where are you heading ?  | well , have a good time . why do n't you come over to my house this afternoon for a coffee ? ",0.0
"oh , hi , chris ! i 'm off to the hairdressers . i think i need a new hairstyle . ",0.4181818182
"oh , look . that 's my history teacher over there .  | that was the teacher i had before . my new history teacher is tall and wears cool glasses . ",0.0
the one with the yellow hair ? you always told me your teacher was a short woman with red hair . ,0.09727272727
"hi , how are you doing ?  | oh , that 's too bad . so what are you doing today ?  | no , that 's my brother . he 's playing his guitar . he practices every morning . ",0.0
"not bad . actually , i have a cold again , but it 's nothing serious . and it 's unnecessary to bother the doctor .  | i 'm planning an end of the term party . everybody wants some live music this year . how about you ? are you listening to a cd ? ",-0.2805555556
"let me see it 's 5:00 pm now , in new york is 6 hours behind . ",-0.1318181818
do you know what time it is right now in new york ? ,0.03961038961
so mary have you made up your mind about what to do after you finish school ? ,0.0
i was going to be a high school teacher . but my parents got me a job as an assistant for a famous lawyer . ,0.33
"obviously , certain children are brighter than others , but it is not that simple . a lot of emphasis is placed on intelligence measured by tests .  | yes , basically they are intended to test language and numerical ability , so some children are bound to suffer . this is very unfortunate . a child with an average iq may turn out to be successful when he grows up .  | exactly . if these abilities are not discovered early , they can not be developed . that 's why there are so many unhappy parents in the world . they 're not doing the things they are best at .  | but at school , only those who are good with words and numbers will probably do well in exams . ",0.1071428571
why is it that some children performed better than others at school ?  | the so called iq tests ?  | what you are saying is that some children have abilities that are not easy to measure .  | i see . ,0.2380952381
"are you comfortable , miss henderson ? do you need anything ?  | no problem . if you need something else . just press this button and i 'll check on you . and do n't worry . flying is safer than riding in a car . ",0.4
"no , i think i have everything i need . thanks for the extra blanket . ",0.1
the newspaper says it 'll be cloudy and rainy today . what do you think ? ,0.0
"i do n't believe it . look , the sun is out . there 's not one cloud in the sky . ",0.1942857143
"sure . go ahead .  | it was when i was 10 years old . i was reading short stories and then i decided to try writing a short story myself . after i finished it , i realized i really loved writing .  | it 's about a man in a cat 's body . kids loved it after it came out .  | by far , yes . but i 'm planning on a book for adults . ",0.5
"hello , mister brown . i need to ask a writer some questions for my homework . could you spare a few minutes for me ?  | thanks . so how old were you when you realized you loved writing ?  | so what was your first book about ?  | are all your books for kids ? ",0.15
how do you like this science fiction ? ,0.0
it ca n't be better . ,0.62
"oh , no ! where 's little freddie ?  | do n't tell the landlord we 've got a mouse in our apartment ! let 's catch him now . ",-0.1875
johnny forgot to feed him while we were at work . i think he chewed a hole through his box and ran around . ,0.0
just now i saw a traffic accident on the road ! the cyclist hurt his head very badly . i immediately called the police and the hospital ,-0.91
"john , why are you late for school ? ",-0.6425
"it 's a furnished 2 bedroom flat in a three story building on campus .  | it 's not so bad as i thought it would be . the freshman that live nearby a really noisy , especially on weekends . but the rent is much cheaper than private housing . so it 's worth it . ",-0.025
what 's your apartment like ?  | what is it like living in the campus housing ? ,-0.025
"good afternoon . have a seat , please .  | well , have you been in the sales department for a long time ?  | then , why do you want to come to my company ?  | that sounds nice but your future depends on your performance not your age . ",0.7
"thank you . i 'm interested in the sales manager position you advertised yesterday .  | yes , for 10 years .  | i am in a small company and chances of my future development are small . also i enjoy working at different places and meeting new friends . ",0.1
"what 's wrong with you ? you look disappointed .  | did you lose any work when it crashed ?  | do n't say so , please . you are a brain but you do n't have gotten advanced computer , you know ? it 's not surprising that you have problems with it . can you start it again ?  | do you want me to take a look at it for you ? maybe i can find the problem .  | thanks , i think . ",-0.625
"i am . i was surfing the web and my computer crashed again . yesterday i could n't get my word processing program to run . it 's driving me crazy .  | nothing important . i backed up everything on disk . but i 'm such a fool when it comes to computers . i ca n't understand .  | i ca n't , myron . it 's like being totally crashed . i also asked ron about it , but he did n't have time to help .  | would you ? that would be great . you are the baddest man around , myron . ",-0.6
"hello . my name is john creamer and i 'm hoping i could come in today to see the doctor .  | well , no , i 'm in town at a conference and the manager of the hotel where i 'm staying suggested that i call you .  | well , i 've got some ringing in my ears . ",0.0
"good morning , doctor watson 's office .  | are you a patient of doctor watson ?  | what seems to be the problem ? ",0.7
"i 'm a museum builder . i manage a team of people called museum educators . all of them hold graduate degrees in museum education , museum studies or public history , and all have worked in other museums or historic houses before joining my team .  | we help people learn , no matter what their age . we build programs around exhibitions or themes , objects and stories about people 's lives . we work with many different audiences , students , families , teens , educators and other professionals and hobbyists .  | yes , we have a lot of volunteers giving tours . ",-0.04166666667
how would you describe your job sam ?  | what do museum educators do ?  | do you have volunteers to help with your work ?  | what else are you in your team doing ? ,-0.04166666667
"hey , i heard you were leaving san francisco .  | new york . why ? i thought you loved the west coast .  | do you know why ? ",0.0
"that 's right . by next week , i 'll be living in the big apple .  | i do . it 's beautiful and the weather is perfect , but i 'm trying to make it as a singer and it 's impossible here . all of the music clubs here have closed down in the last few years .  | yeah , as housing prices have gone up , clubs have been torn down to build new apartments . ",0.2244155844
"oh good . we can watch the races together !  | where ?  | oh yes , he can run very fast . he 's going to win , i think . who 's the boy with dark hair ? he 's coming second in the race .  | look at all the silver cups on the table .  | who 's the older boy sitting next to the table ?  | no . where is she ?  | who 's the boy over there ? look he 's hurt his leg . ",0.875
"dad come and sit here .  | yes . look ! there 's william !  | there ! he 's running in this race . he 's the boy with the red shorts .  | oh that 's harry , he 's very good at running too .  | yes , they are ready for the teams that win .  | that 's michael , he 's one lots of cups for running . he 's going to give the cups to the children that win . can you see my friend kathy  | she is there near the drinks . she 's entered the swimming competition .  | oh , that 's richard . he fell in the jumping competition , i hope he 'll be ok . ",0.875
really ? the purple ones are just as good . you can have both of them if you like . ,0.45
how lovely the gloves are ! i like the green color . they can perfectly match my yellow and blue clothes . ,0.3321428571
this is a romantic novel . ,0.0
"yes , i think detective novels are difficult and science novels are boring . i like romantic ones . i think they are relaxing . actually , it 's the third time i have read this book pride and prejudice . ",-0.4
"have you ever taken history 231 ?  | who was the professor ?  | i have him this semester . what do you think of him ?  | what did you end up getting ?  | really ? i was about to give it up . after hearing your experience , i think i will continue to stay in the class .  | thanks for the information . i feel relieved now . ",0.0
"yeah , last term .  | professor johnson .  | he 's a terrible instructor and demands a lot . but fortunately , we can get high scores easily in his class .  | i got an a , but none of my test scores were that high . so i do n't know how i got such a good score .  | you will get a better grade than your test scores . ",0.0
"those are just minerals , there good for you , the water comes from underground . ",0.7
"look at all that white stuff at the bottom of my cup . i ca n't drink this , it tastes bad . ",0.0
"our music club held an activity in the shopping center then .  | so sorry . i should have told mom and dad and you last night . but i was afraid i would be too nervous to play well if they went there . mrs. smith took us there . she has been preparing us for this free performance for a month .  | in the beginning , we all walked in the shopping center like we were shopping there . a few minutes later , one of our members began to play the violin in the center on the first floor . with that music , we all quickly gathered there one by one and joined to play .  | yes , we played 4 pieces of music in total . so many people stood around us and recorded it with their cameras and cell phones . ",-0.1
"father sent me to the school to pick you up this afternoon . but you were not there . what were you guys doing , william ?  | what activity ? you did n't tell us anything about it .  | it 's ok ? what did you do then ?  | you mean you held the performance among passers-by ?  | you did well . your performance is very meaningful . ",-0.1
can you please tell me how to get on the freeway from here ? i think i took a wrong turn back there and now i 'm lost . ,-0.25
"sure , just take a left and you will see signs telling you which way to go . ",0.08015873016
"what time is it , sheila ? how long have i been here ?  | you 've got a point . i always mean to study hard , but i nod off soon . maybe it 's too quiet here .  | yeah , he 's a nice teacher . but he just ca n't seem to come down to earth . he seemed to be talking to himself the whole class . it made everyone sleepy . ",-0.05
"hey , john . rise and shine .  | hmm ... about 2 hours . i think the library is a quiet place for a sleeping .  | you were thinking edwards carlson 's psychology classes , right ?  | you should have been in my history classes with professor rivers . he always encourages his students to collect information after class . some of his students are wonderful . once a student got up and challenged him to name 6 women who made great contributions to the american revolution . it really beat him . he just listed 3 . ",-0.05
i thought you just went to the doctor for that same problem .  | that happened to my uncle once . while i hope it turns out ok for you . let me know if you need me to bring anything over for you tomorrow after the appointment . ,0.0
"i 've been having trouble breathing lately , so i made a doctors appointment for monday morning .  | no , i went last tuesday because i had a cough . the time before that , i could n't feel my legs , but it turned out that i just stood for too long .  | thanks . you 're a good friend . ",-0.1666666667
some actress was in court for driving without a license .  | some actor married a woman young enough to be his daughter .  | a bull chased a man in a supermarket ? ,0.0
i missed the tv news last night . what was the lead story on the news ?  | what was the second story ?  | what was the third story ? ,0.0
i love this new painting you decided to put over the bathtub . it really makes the color of the room pop . ,0.2787878788
"thanks . usually people put art up in their living room or bedroom , but i wanted to be creative . ",0.2723140496
"carol telephone .  | i do n't know , wait a second . may i ask who 's calling please ? carrollite susan . ",0.0
who is it ? ,0.0
"sure , i 'll drive . do n't forget to write down sugar and chocolate though . they are the most important materials . ",0.3111111111
"bread , milk , eggs . i think that 's all we need . so do you want to come with me ? ",0.3111111111
i broke the bottle . did n't you hear the crash ? ,0.0
"i just bought some orange juice , but now i ca n't find it . do you know where it is ? ",0.0
"mom , i 'm hungry .  | i 'm looking , there 's nothing to eat , it 's almost empty .  | i do n't see anything .  | i do n't want fruit , i want something tasty .  | next time you go to the market . let me go with you . ",0.0
"look in the fridge .  | are you sure ? i went to the market yesterday .  | i bought lots of oranges and apples .  | eat the fruit it 's good for you .  | no , all you want to eat all hot dogs and candy bars . ",-0.1
i see . i 'll take what i can get . next time i 'll be sure to call in advance and make a reservation . ,0.25
"sir , i 'm afraid this is the only room in the hotel available at the moment . ",0.06
"sure , what 's up ?  | oh , that sounds like fun . when does the group meet ? ",0.5
"hey john , can i talk to you for a minute ?  | i wanted to let you know about a book club i joined 2 months ago . i know you do a lot of reading so i thought you might want to come with me next month .  | usually the last saturday of the month at 9:30 pm ? every month , we choose the new book , and then during the next meeting we discuss it . ",0.5
"what time is it , sheila ? how long have i been here ? ",-0.05
"hey , john . rise and shine .  | hmm ... about 2 hours . i think the library is a quiet place for a sleeping . ",-0.05
"is it me or is it really hard to understand this speaker ?  | i do n't think he 's wearing one , either that or he 's turned it off .  | this part of the conference has turned into such a waste of time . maybe we should leave and try to find another lecture .  | good idea , would you mind if i followed you up there ? it might be the only way to get anything out of this hour ? ",-0.2916666667
"you 're right , it 's not that he has an accent like some of the other speakers from another country . it 's just that he is speaking too softly . do you think it would be rude to ask him to turn his microphone up a little bit ?  | that 's crazy , there must be 400 people here .  | i ca n't do that . i come here specifically to hear this guys speech . i think i 'll just go up to him at the end of the speech and try to ask him some questions . ",-0.04535714286
"we 're so happy to have you here on the show with us today . so what was it like filming a movie in iceland ?  | i think everyone in the audience is dying to know if you hung out with johnny depp .  | well , what is he like ? ",0.8
"very cold . i had never been to iceland before , so i did n't really know what to expect . there are n't a lot of people in the country and we were filming in this small fishing village , so it was n't uncommon to go days without seeing anyone . the villagers mainly kept to themselves .  | yes , of course . he was staying at the house , too .  | he 's very nice . he also told some really great jokes . he spent a lot of time being wrapped up in blankets when we were on set . it snowed quite a bit for the first few days . ",0.02733333333
"no , i did n't . i 'm going to see bob tomorrow .  | i 'm going to meet john at the airport at 6:00 o'clock tonight . ",0.0
"bob is in hospital , did you get a chance to visit him ?  | i thought you would meet john tomorrow . ",0.0
this is a romantic novel .  | who is the writer ?  | can you tell me something about her ? ,0.0
"yes , i think detective novels are difficult and science novels are boring . i like romantic ones . i think they are relaxing . actually , it 's the third time i have read this book pride and prejudice .  | it 's jane austen , a great british woman .  | sure . she was born in 1775 in a warm family . she was educated by her father and brothers , as well as through her own reading . ",-0.3
i was staying in a hotel in town . i was with a friend .  | peter . he can prove that . ,0.0
"excuse me , sir , where were you last friday evening and who were you with ?  | what is your friend 's name ? ",-0.025
"you are later with your term paper , do n't you know the deadline ? ",0.0
"sorry , mister robinson . but i 've had a bad cold for several days and i could n't type it . ",-0.1833333333
"say , do you want to go out to dinner tonight ?  | well , what do you think of italian food ?  | i do n't , either . i guess . it 's a bit hot .  | oh , i like it a lot .  | oh , i 've always wanted to go there . ",0.0
"sure . where would you like to go ?  | i love it , but i do n't feel like eating it today .  | hmm ... how do you like japanese food ?  | i do , too . and i know a nice japanese restaurant near here . ",0.25
"hey , i heard you were leaving san francisco .  | new york . why ? i thought you loved the west coast .  | do you know why ?  | that 's true . now the only places to go in san francisco are fancy restaurants .  | ok , but wo n't your family miss you ?  | is n't it expensive in new york ?  | wow . well . are you sure you 'll be able to find places to perform ? ",0.0
"that 's right . by next week , i 'll be living in the big apple .  | i do . it 's beautiful and the weather is perfect , but i 'm trying to make it as a singer and it 's impossible here . all of the music clubs here have closed down in the last few years .  | yeah , as housing prices have gone up , clubs have been torn down to build new apartments .  | yeah , so there is n't anywhere to perform .  | i only have a brother here . most of my family is actually in philadelphia . i 'll be much closer to them once i move .  | it is , but san francisco has also become quite expensive in the past few years . my rent will be about the same .  | yes , i 've actually scheduled a performance already and it 's important that i do not waste anytime . i 'm 26 years old and i need to make a name for myself in the next 4 years . ",0.2244155844
excuse me madam ?  | i 'm a newcomer here . can you tell me the way to the renaissance hotel ?  | how long does it take to get there ? i must get there before 11:00 o'clock . 30 minutes from now .  | thanks a lot . ,-0.05
"what can i do for you ?  | sure . you first go along this main street until you come to a crossroad where you will see a shopping mall , then turn right at that crossroad and continue until you see a citibank , keep going past the bank until you see a coffee shop . the renaissance hotel is just around there .  | do n't worry sir , it 's about a 20 minute walk . ",0.0
"hello , tina .  | he was born in indiana in nineteen thirty one , but his parents moved to california when he was 5. he was n't there long , though , because his mother passed away just 4 years later . jimmy 's father sent him back to indiana after that , to live with his aunt .  | well , first , he acted in plays at high school . then he went to college in california , where he got seriously interacting . in nineteen fifty one , he moved to new york to do more stage acting . ",0.0
"good evening and welcome to tonight 's addition of legendary lives our subject this evening is james dean actor in hero for the young people of his time . edward murray is the author of a new biography of dean . good evening , edward .  | edward , tell us about what you know about dean 's early life .  | so how did he get into acting ? ",0.4670995671
have you traveled much in britain ?  | what do you think of the london traffic ?  | but do n't you think the buses are rather slow ? ,0.2
"no , not much . but i travel quite a lot in london every day .  | i think the london underground is ok because it 's fast and comfortable , but i also like your london buses , especially for short journeys . ",-0.1
"i 'm really sorry madam , i missed your lecture because i was ill yesterday .  | you 're right , i apologize . i did n't feel well and i guess i just was n't thinking of calling you at the time . ",-0.5
"i 'm not upset that you could n't keep the appointment , but you did n't call me when someone does n't turn up and does n't call it makes someone else wait . ",0.2857142857
"what seems to be the matter ?  | i see and how long have you had this problem ?  | 2 weeks ? do you have headaches ?  | fever ?  | are you having any family problems ?  | and how about work ?  | maybe you should take a vacation and just rest for a few days .  | yes , i understand , but you really need to slow down . you 're going to kill yourself if you go on like this . ",0.0
"i just ca n't sleep well , doctor .  | oh , for about 2 weeks now .  | sometimes .  | no .  | no , not really , we all get along pretty well .  | well i 've been working a lot lately . more than 11 hours a day .  | well , i ca n't right now , we 're in the middle of some important business . ",-0.05
"excuse me , i 'd like to borrow these books .  | 10 ? i thought it was unlimited .  | really ? i ca n't imagine who would do such a thing . i guess i should put some of these books back . sorry about the extra work . ",-0.05
"i 'm sorry , but we can only lend you 10 books at a time .  | the rules have changed . some students were taking out all the books for one topic and not returning them . that would give them a disadvantage over the other students in their class . ",-0.25
that 's a good idea . i think i 'll join you . ,0.7
the weather is so nice . i 'm going to fly a kite . ,0.7
we still have 45 minutes . why not have a coffee in the cafe ? ,0.0
the movie starts at 8:00 o'clock . ,0.0
"yes , i 'd like to book 3 seats to calgary , canada on a flight , leaving sometime before next sunday .  | yes .  | one way .  | that 's alright .  | that 's fine . ",0.0
"may i help you ?  | economy class ?  | one way or round trip ?  | there are n't any direct flight , sir . you will have to change in vancouver .  | there is a canadian airlines flight 30 leaving beijing next friday at 10 o'clock am . it has 3 seats available . will that be alright ? ",0.0
"i am afraid you ca n't . it is broken , but the air conditioner is in good condition . ",-0.1
would you mind me turning on the electric fan ? ,-0.1
"obviously , certain children are brighter than others , but it is not that simple . a lot of emphasis is placed on intelligence measured by tests .  | yes , basically they are intended to test language and numerical ability , so some children are bound to suffer . this is very unfortunate . a child with an average iq may turn out to be successful when he grows up . ",0.1071428571
why is it that some children performed better than others at school ?  | the so called iq tests ? ,0.2380952381
,0.1875
"hello , mister brown . i need to ask a writer some questions for my homework . could you spare a few minutes for me ? ",0.16875
"mom , would you lend me and donald 54 dollars ?  | we have a long weekend coming up , so we are planning to go to a rock concert . we can pay you back with our babysitting money . ",0.0
that 's such a large amount . are you going to use it for educational purposes ? ,0.08285714286
this fried chicken looks delicious and it 's 30 % off .  | great . let 's buy it at 7:00 o'clock . ,0.2
"what else should we get for the party ?  | but if we wait till 7:00 , they 'll discount it to half price . ",0.2
for what film ? ,0.0
i 'd like to see a film today . please buy a ticket for me when you pass the cinema .  | i really do n't mind what film it is . i just want to relax in the cinema . ,0.0
i 'm getting off at the next stop .  | why not get off with me and go home after rush hour ? ,0.0
"lucky you , i have 10 more . this traffic is horrible . ",-0.05555555556
hello . i want to stay in a hotel in doncaster .  | how large are they ?  | how much do they cost ?  | thank you . and what are the telephone numbers ? ,0.0
"hello , doncaster tourist office .  | well , we 've only got 4. the ace , the waterhouse , the moonlight and the prince .  | the ace 's 20 rooms . the waterhouse has 35 rooms . both the moonlight and the prince have only 8 rooms .  | the ace costs 6 pounds per person a night . the waterhouse costs 32 pounds . the moonlight costs 10 pounds and the prince costs only 8 pounds .  | the ace is 25395. the waterhouse is 60745. the moonlight is 58968 and the prince is 81663 . ",0.0
"well , i did n't have a trip at all . by the time i got to the train station . the train had already left . ",0.0
"peter , how was your trip last weekend ? ",0.0
i 'd rather have that fashionable car in red . white paint needs too many washes .  | how am i supposed to drive in the city and one of those ? they look like flowers . ,0.1666666667
i prefer that model in white and yellow . ,0.0
i know you want to talk about this report . but i 'd like to tell you about my new computer .  | ok . ,0.1363636364
"let 's keep to the point . we can talk about that later , alright ? ",0.25
who was outside the window ? ,0.0
a cleaner . he 's washing the windows . that 's a job i 'd never do . i do n't think it 's safe . ,0.3795634921
hello . i want to stay in a hotel in doncaster .  | how large are they ? ,0.0
"hello , doncaster tourist office .  | well , we 've only got 4. the ace , the waterhouse , the moonlight and the prince .  | the ace 's 20 rooms . the waterhouse has 35 rooms . both the moonlight and the prince have only 8 rooms . ",0.0
"it 's not a big deal , the more the merrier . ",0.25
"i 'd love to join you in the westlake trip , but my daughter will come back home from the university . what a pity ! ",0.175
what about your holiday in alaska ?  | where did you stay ? in a hotel or in a house of the local ? ,0.0
good . we had a great time and we had some friends with us there .  | neither . we camped near the mountains . ,0.5
just look at today 's paperï¼nothing but accidents or gossip . ,0.0
"right , nothing is worth reading . ",0.02714285714
"sure . go ahead .  | it was when i was 10 years old . i was reading short stories and then i decided to try writing a short story myself . after i finished it , i realized i really loved writing .  | it 's about a man in a cat 's body . kids loved it after it came out . ",0.5
"hello , mister brown . i need to ask a writer some questions for my homework . could you spare a few minutes for me ?  | thanks . so how old were you when you realized you loved writing ?  | so what was your first book about ? ",0.15
he does n't like crowded places . a birthday dinner is nothing special . what about getting him a fitness center membership ? ,0.1285714286
shall we buy a trip to hainan for dad ? ,0.1285714286
but now you 're free . i know you 've been looking forward to this for a long time . let 's go outside and have some fun . ,0.1625
i ca n't believe i 'm finally done with the finals . it 's been such a hard week . ,0.05119047619
"obviously , certain children are brighter than others , but it is not that simple . a lot of emphasis is placed on intelligence measured by tests .  | yes , basically they are intended to test language and numerical ability , so some children are bound to suffer . this is very unfortunate . a child with an average iq may turn out to be successful when he grows up .  | exactly . if these abilities are not discovered early , they can not be developed . that 's why there are so many unhappy parents in the world . they 're not doing the things they are best at . ",0.1071428571
why is it that some children performed better than others at school ?  | the so called iq tests ?  | what you are saying is that some children have abilities that are not easy to measure . ,0.2380952381
"yes , i 'd like to book 3 seats to calgary , canada on a flight , leaving sometime before next sunday .  | yes .  | one way .  | that 's alright .  | that 's fine .  | basil , basil . how much is the ticket ? ",0.0
"may i help you ?  | economy class ?  | one way or round trip ?  | there are n't any direct flight , sir . you will have to change in vancouver .  | there is a canadian airlines flight 30 leaving beijing next friday at 10 o'clock am . it has 3 seats available . will that be alright ?  | your name , please .  | $ 580 for one . ",0.0
"i 'll take six of these shirts . two red shirts , one blue shirt and three green shirts .  | ok. i guess i 'll just take the 2 red ones and the 3 green ones . ",-0.06666666667
